rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
2524,C00654475,ROSEN,3,2500.0,fec,in_master_no_party,Q,,ROSEN,98.2,DEM,false,false,medium,Jacky Rosen is the Democratic United States Senator from Nevada,,leadership_pac,web-research-v2-2026-08-10,yes
2525,FRIENDS OF JAIME 2026,,3,1122.5,nyboe,in_master_no_party,,,,98.2,,false,false,low,First-name-only committee that cannot be matched to a specific New York candidate,,candidate,carried-forward:committees_tagged:name,yes
2526,FRIENDS OF JACOB GOLD,,3,4490.0,nyboe,in_master_no_party,,,,98.2,,false,false,low,No office or ballot line could be identified for a New York candidate named Jacob Gold,,candidate,carried-forward:committees_tagged:name,yes
2527,"DANZILO, MARIA A",,3,200.0,nyccfb,not_in_fec_master,,,,98.2,,false,false,medium,Maria Danzilo ran in the 2021 Democratic primary for City Council District 6 but later sought the same seat off the Democratic line so the committee spans both,https://www.westsiderag.com/2021/05/19/council-candidates-debate-danzilo-says-she-and-brewer-are-going-in-a-different-direction,candidate,web-research-v2-2026-08-10,yes
2528,C00765768,HER BOLD MOVE ACTION,3,7000.0,fec,in_master_no_party,V,,,98.2,,false,false,low,Womens empowerment PAC whose partisan purpose could not be confirmed,,ideological_pac,carried-forward:committees_tagged:resolved-fec-name,yes
2529,C00757203,CONSERVATIVE BATTLEGROUND FUND,3,69.0,fec,in_master_no_party,N,,NONE,98.21,REP,false,false,medium,Unauthorized PAC whose stated purpose is funding conservative candidates which in practice means Republicans,,ideological_pac,web-research-v2-2026-08-10,yes
2530,FRIENDS OF TYSON THOMPSON,,3,750.0,nyboe,in_master_no_party,,,,98.21,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2531,FRIENDS OF TAMMY HONEYWELL,,3,55.0,nyboe,in_master_no_party,,,,98.21,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2532,FRIENDS OF THE PEOPLE,,3,135.0,nyboe,in_master_no_party,,,,98.21,,false,false,low,No identifiable sponsor or candidate found for this committee name,,other,carried-forward:committees_tagged:name,yes
2533,FRIENDS OF TERRY CLEMENTS,,3,650.0,nyboe,in_master_no_party,,,,98.21,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2534,"BARRON, CHARLES",,3,525.0,nyccfb,not_in_fec_master,,,,98.22,DEM,false,false,high,Charles Barron served as a Democrat on the City Council for District 42 and in the State Assembly,,candidate,web-research-v2-2026-08-10,yes
2535,"BARNES, AMOY K",,3,125.0,nyccfb,not_in_fec_master,,,,98.22,DEM,false,false,medium,Amoy Barnes ran in the Democratic primary for City Council District 49 on Staten Island's North Shore,,candidate,web-research-v2-2026-08-10,yes
2536,SARMAD KHOJASTEH FOR STATE SENATE,,3,450.0,nyboe,in_master_no_party,,,,98.22,,false,false,low,No party affiliation could be confirmed for a state senate candidate named Sarmad Khojasteh,,candidate,carried-forward:committees_tagged:name,yes
2537,NYS ANIMAL PROTECTION PAC,,3,375.0,nyboe,in_master_no_party,,,,98.22,,false,false,medium,Single issue animal welfare committee that backs friendly legislators of both parties in Albany,,ideological_pac,carried-forward:committees_tagged:name,yes
2538,"DEUTSCH, CHAIM M",,3,290.0,nyccfb,not_in_fec_master,,,,98.22,DEM,false,false,high,Chaim Deutsch was the Democratic City Council member for District 48 in southern Brooklyn,,candidate,web-research-v2-2026-08-10,yes
2539,C00912386,CONROY OHIO VICTORY,3,4250.0,fec,in_master_no_party,N,,NONE,98.23,REP,false,false,high,Joint fundraising committee of Republican candidate Conroy with the NRCC and the Ohio Republican Party,,joint_fundraising,web-research-v2-2026-08-10,yes
2540,C00101105,NATIONAL FEDERATION OF INDEPENDENT BUSINESS,3,800.0,fec,in_master_no_party,Q,M,NATIONAL FEDERATION OF INDEPENDENT BUSINESS,98.23,,false,true,high,SAFE Trust is the fund of the National Federation of Independent Business a small business trade association,,trade_assoc_pac,web-research-v2-2026-08-10,yes
2541,FRIENDS OF JESSICA MAHAR,,3,210.0,nyboe,in_master_no_party,,,,98.23,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2542,FRIENDS OF JEAN LAPPER,,3,275.0,nyboe,in_master_no_party,,,,98.23,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2543,C00387464,CORNYN,3,15000.0,fec,in_master_no_party,Q,,CORNYN,98.23,REP,false,false,high,John Cornyn is the Republican United States Senator from Texas,,leadership_pac,web-research-v2-2026-08-10,yes
2544,"DELUCA, JENNIFER E",,3,125.0,nyccfb,not_in_fec_master,,,,98.24,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2545,SAPERSTEIN 2021,,3,203.0,nyboe,in_master_no_party,,,,98.24,,false,false,low,Steven Saperstein has sought the 48th Brooklyn City Council seat on more than one party line so the line for this cycle is ambiguous,,candidate,carried-forward:committees_tagged:name,yes
2546,"SANTOS, EDWARD",,3,150.0,nyccfb,not_in_fec_master,,,,98.24,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2547,SANTOS NY,,3,150.0,nyboe,in_master_no_party,,,,98.24,,false,false,low,No identifiable sponsor or candidate found for this committee name,,other,carried-forward:committees_tagged:name,yes
2548,C00770362,THE CRAZY EIGHT,3,151.0,fec,in_master_no_party,N,,NONE,98.24,,false,false,low,No identifiable sponsor or affiliation found for this committee name,,other,carried-forward:committees_tagged:resolved-fec-name,yes
2549,"KHAN, SAIFUR R",,3,300.0,nyccfb,not_in_fec_master,,,,98.25,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2550,FRIENDS OF STEVEN SAPERSTEIN,,3,4600.0,nyboe,in_master_no_party,,,,98.25,,false,false,low,Steven Saperstein has sought the 48th Brooklyn City Council seat on more than one party line so no single line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
2551,RE-ELECT JUDGE ROBIN S. GARSON TO CIVIL COURT,,3,500.0,nyboe,in_master_no_party,,,,98.25,,false,false,medium,Robin S. Garson is a Brooklyn Civil Court judge and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2552,FRIENDS OF JANET TWEED,,3,61.56,nyboe,in_master_no_party,,,,98.25,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2553,PEOPLE FOR YADIRA,,3,650.0,nyboe,not_in_fec_master,,,,98.25,,false,false,low,No office or ballot line could be established for a New York candidate known as Yadira,,candidate,web-research-v2-2026-08-10,yes
2554,C00406553,SANDERS,3,150.0,fec,in_master_no_party,Q,,SANDERS,98.26,DEM,false,false,medium,Bernie Sanders sits with the Senate Democratic caucus and runs in Democratic primaries so his fund supports Democrats,,leadership_pac,web-research-v2-2026-08-10,yes
2555,C00405555,NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS INC POLITICAL ACTION COMMITTEE,3,1400.0,fec,in_master_no_party,Q,T,NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS INC POLITICAL ACTION COMMITTEE,98.26,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,carried-forward:committees_tagged:connected_org,yes
2556,"MORRIS, BLAKE",,3,550.0,nyccfb,not_in_fec_master,,,,98.26,DEM,false,false,medium,Blake Morris is a Brooklyn attorney who has run in Democratic primaries for state and city office,,candidate,web-research-v2-2026-08-10,yes
2557,"MORGAN, VIVIA",,3,220.0,nyccfb,not_in_fec_master,,,,98.26,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2558,C00635243,STARS AND STRIPES FOREVER PAC,3,525.0,fec,in_master_no_party,O,,,98.26,,false,false,low,Terminated independent-expenditure-only super PAC with a patriotic name and no identifiable sponsor,,ideological_pac,web-research-v2-2026-08-10,yes
2559,FRIENDS OF RYAN SPELMAN,,3,1300.0,nyboe,in_master_no_party,,,,98.27,,false,false,low,No New York officeholder or candidate named Ryan Spelman could be identified for this committee,,candidate,carried-forward:committees_tagged:name,yes
2560,FRIENDS OF SOPHIA HERSHMAN FOR CIVIL COURT JUDGE,,3,471.38,nyboe,in_master_no_party,,,,98.27,,false,false,medium,Sophia Hershman sought a New York Civil Court judgeship and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2561,BERGER FOR ASSEMBLY,,3,175.0,nyboe,in_master_no_party,,,,98.27,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2562,"WEINER, ANTHONY",,3,1475.0,nyccfb,not_in_fec_master,,,,98.27,DEM,false,false,high,Anthony Weiner is a Democrat who ran in the 2013 Democratic mayoral primary and the 2025 Democratic primary for City Council District 2,,candidate,web-research-v2-2026-08-10,yes
2563,C00712885,AMERICAN VETERANS INITIATIVE PAC,3,920.0,fec,in_master_no_party,O,,,98.27,,false,false,low,Veterans issue PAC with no identifiable partisan sponsor,,ideological_pac,carried-forward:committees_tagged:resolved-fec-name,yes
2564,C00712497,HUMANITY FORWARD FUND,3,527.0,fec,in_master_no_party,O,,,98.27,DEM,false,false,medium,Super PAC that supported Andrew Yang during the 2020 Democratic presidential primary,,ideological_pac,web-research-v2-2026-08-10,yes
2565,C00708909,HOLD THE HOUSE FRONTLINE FUND,3,138.0,fec,in_master_no_party,N,,NONE,98.28,DEM,false,false,high,Joint fundraising committee for a slate of Democratic frontline House incumbents and candidates,,joint_fundraising,web-research-v2-2026-08-10,yes
2566,"BARRON, INEZ D",,3,300.0,nyccfb,not_in_fec_master,,,,98.28,DEM,false,false,high,Inez Barron was the Democratic City Council member for District 42 in Brooklyn,,candidate,web-research-v2-2026-08-10,yes
2567,BESSIE 2017,,3,2785.0,nyboe,in_master_no_party,,,,98.28,,false,false,low,First-name-only committee that cannot be matched to a specific New York candidate,,candidate,carried-forward:committees_tagged:name,yes
2568,C00473918,EMILY'S LIST,3,46000.0,fec,in_master_no_party,O,,EMILY'S LIST,98.28,DEM,false,false,high,EMILY's List exists to elect Democratic women who support abortion rights,,ideological_pac,carried-forward:committees_tagged:connected_org,yes
2569,C00921353,KATIE HOBBS VICTORY FUND,3,3750.0,fec,in_master_no_party,N,,NONE,98.28,DEM,false,false,high,Joint fundraising committee of Democratic Arizona Governor Katie Hobbs with a county Democratic committee,,joint_fundraising,web-research-v2-2026-08-10,yes
2570,FRIENDS OF ANDREW R. ENGEL,,3,150.0,nyboe,in_master_no_party,,,,98.29,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2571,"FREELAND, BILLY",,3,285.0,nyccfb,not_in_fec_master,,,,98.29,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2572,STEVEN T. BEARD FOR QUEENS CIVIL COURT JUDGE,,3,200.0,nyboe,in_master_no_party,,,,98.29,,false,false,medium,Queens Civil Court judicial campaign and judicial races are left unsided under the cross-endorsement rule,,candidate,carried-forward:committees_tagged:name,yes
2573,FRIENDS OF JOE MEANY,,3,222.9,nyboe,in_master_no_party,,,,98.29,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2574,FRIENDS OF JOE HOLLAND,,3,1700.0,nyboe,in_master_no_party,,,,98.29,,false,false,low,Joe Holland is too common a name to match confidently to a single New York candidate,,candidate,carried-forward:committees_tagged:name,yes
2575,"DRABCZYK, OLIVIA",,3,175.0,nyccfb,not_in_fec_master,,,,98.3,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2576,DILIP NATH FOR THE PEOPLE,,3,750.0,nyboe,in_master_no_party,,,,98.3,,false,false,low,Small campaign committee whose candidate could not be identified so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2577,C00771238,PADILLA,3,7500.0,fec,in_master_no_party,Q,,PADILLA,98.3,DEM,false,false,medium,Alex Padilla is the Democratic United States Senator from California,,leadership_pac,web-research-v2-2026-08-10,yes
2578,OLIVA 4 QUEENS,,3,850.0,nyboe,in_master_no_party,,,,98.3,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2579,CHRISTOPHER CHIN FOR SUPREME COURT,,3,850.0,nyboe,not_in_fec_master,,,,98.3,,false,false,medium,Christopher Chin ran for New York Supreme Court and judicial races are routinely cross-endorsed by both parties,,candidate,web-research-v2-2026-08-10,yes
2580,CHRISTINE ORTIZ FOR CIVIL COURT JUDGE,,3,1100.0,nyboe,not_in_fec_master,,,,98.31,,false,false,medium,Christine Ortiz ran for New York City Civil Court and judicial races are routinely cross-endorsed by both parties,,candidate,web-research-v2-2026-08-10,yes
2581,"EDWARDS, REGINA",,3,225.0,nyccfb,not_in_fec_master,,,,98.31,DEM,false,false,medium,Regina Edwards ran in the Democratic contest for Queens Borough President,,candidate,web-research-v2-2026-08-10,yes
2582,THOMAS SULLIVAN,,3,6200.0,nyboe,in_master_no_party,,,,98.31,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2583,THOMAS P. SULLIVAN,,3,300.0,nyboe,in_master_no_party,,,,98.31,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2584,FRIENDS OF RICH ALTMAN,,3,750.0,nyboe,in_master_no_party,,,,98.31,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
