rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
5859,COMMITTEE TO ELECT PAUL SARTORI,1,300.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5860,PATZER FOR CITY COUNCIL,1,250.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5861,PATRICK BURKE FOR ASSEMBLY 2026,1,3000.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,high,Patrick Burke is the Democratic New York State Assemblymember for the 142nd district in Erie County,,candidate,false,web-research-2026-08-09,yes
5862,CLIFTON/SILBERGER 2006,1,50.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5863,CLEARE FOR NEW YORK,1,20.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,medium,Cordell Cleare is the Democratic New York State Senator for the 30th district in Harlem,,candidate,false,web-research-2026-08-09,yes
5864,PEOPLE FOR JOHN FITZPATRICK,1,100.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5865,PEOPLE FOR JASMIN SANCHEZ,1,25.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,medium,Jasmin Sanchez ran as a Democrat for New York City Council on the Lower East Side,,candidate,false,web-research-2026-08-09,yes
5866,FRIENDS OF BOB DOMENICI,1,96.8,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5867,FRIENDS OF RAFAEL DOMINGUEZ,1,100.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5868,FRIENDS OF RACHEL MAY 2024,1,100.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,high,Rachel May is the Democratic New York State Senator from the Syracuse area,,candidate,false,web-research-2026-08-09,yes
5869,PEOPLE FOR ELVIS SANTANA,1,1000.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5870,FRIENDS OF RACHEL A. GORDON,1,100.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5871,FRIENDS OF PRISCILLA MARCO,1,50.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5872,FRIENDS OF PJ KIM,1,500.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,medium,PJ Kim ran in the Democratic primary for New York City Council District 1,,candidate,false,web-research-2026-08-09,yes
5873,FRIENDS OF BILL MC CABE,1,100.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5874,FRIENDS OF BILL MAGEE,1,1000.0,nyboe,not_in_fec_master,,,,99.45,DEM,false,false,high,William Magee was the Democratic New York State Assemblymember for the 121st district,,candidate,false,web-research-2026-08-09,yes
5875,FRIENDS OF BILL KEELER,1,500.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5876,FRIENDS OF RAYSA CASTILLO,1,100.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5877,PEOPLE FOR CARLTON BERKLEY,1,25.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5878,CLEAN WATER FOR OUR FUTURE,1,500.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,Issue committee with a generic environmental name and no identifiable sponsor or party,,other,false,web-research-2026-08-09,yes
5879,FRIENDS OF BOB WARNER,1,25.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5880,FRIENDS OF BILL BONGIORNO,1,200.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5881,FRIENDS OF BETH MURPHY,1,50.0,nyboe,not_in_fec_master,,,,99.45,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5882,PEOPLE FOR MRAZEK,1,250.0,fec,not_in_fec_master,,,,99.46,DEM,false,false,high,Robert Mrazek was the Democratic congressman for New York's 3rd district on Long Island,,candidate,false,web-research-2026-08-09,yes
5883,PEOPLE FOR MO BROWN,1,20.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5884,PEOPLE FOR MICKEY HELLER,1,500.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5885,PEOPLE FOR MARISOL ALCANTARA,1,300.0,nyboe,not_in_fec_master,,,,99.46,DEM,false,false,high,Marisol Alcantara was the Democratic New York State Senator for the 31st district in Manhattan,,candidate,true,web-research-2026-08-09,yes
5886,PEOPLE FOR MAGNARELLI,1,250.0,nyboe,not_in_fec_master,,,,99.46,DEM,false,false,high,William Magnarelli is the Democratic New York State Assemblymember for the 129th district in Syracuse,,candidate,false,web-research-2026-08-09,yes
5887,PETE DU PONT FOR PRESIDENT,1,500.0,fec,not_in_fec_master,,,,99.46,REP,false,false,high,Pete du Pont sought the 1988 Republican presidential nomination,,candidate,false,web-research-2026-08-09,yes
5888,PETE COORS FOR SENATE,1,1000.0,fec,not_in_fec_master,,,,99.46,REP,false,false,high,Pete Coors was the Republican nominee for United States Senate in Colorado in 2004,,candidate,false,web-research-2026-08-09,yes
5889,PERSEPHONE SMITH FOR CITY COUNCIL,1,25.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5890,CLAVERACK DEMOCRATIC COMMITTEE,1,10.0,nyboe,not_in_fec_master,,,,99.46,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
5891,CLAUDIA TENNEY FOR CONGRESS VICTORY FUND,1,2000.0,fec,in_master_no_party,N,,NONE,99.46,REP,false,false,high,Joint fundraising committee for Claudia Tenney the Republican congresswoman from New York,,joint_fundraising,false,web-research-2026-08-09,yes
5892,CLARKSTOWN REPUBLICAN COMMITTEE,1,190.0,nyboe,not_in_fec_master,,,,99.46,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
5893,FRIENDS OF PHIL ZISMAN,1,250.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5894,FRIENDS OF PHIL GRAMM,1,500.0,fec,not_in_fec_master,,,,99.46,REP,false,false,high,Phil Gramm was the Republican United States Senator from Texas,,candidate,false,web-research-2026-08-09,yes
5895,FRIENDS OF BOB TENDY,1,100.0,nyboe,not_in_fec_master,,,,99.46,REP,false,false,medium,Robert Tendy is the Republican Putnam County District Attorney and former Putnam Valley supervisor,,candidate,false,web-research-2026-08-09,yes
5896,FRIENDS OF BOB SULLIVAN,1,100.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5897,FRIENDS OF BOB JACKSON,1,150.0,nyboe,not_in_fec_master,,,,99.46,DEM,false,false,medium,Robert Jackson is the Democratic New York State Senator for the 31st district and a former Democratic city councilman,,candidate,false,web-research-2026-08-09,yes
5898,CLAIRE FOR QUEENS 2026,1,10.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5899,CIURCINA FOR NEW YORK STATE ASSEMBLY,1,1000.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5900,EMPIRE LEADERSHIP COUNCIL,1,300.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,New York PAC with a generic name and no identifiable sponsor or party affiliation,,other,false,web-research-2026-08-09,yes
5901,FRIENDS OF WALTER T. MOSLEY,1,25.0,nyboe,not_in_fec_master,,,,99.46,DEM,false,false,high,Walter T. Mosley was the Democratic New York State Assemblymember for the 57th district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
5902,FRIENDS OF WALIDAH AIME,1,250.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5903,FRIENDS OF VIVIENNE WONG,1,50.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5904,FRIENDS OF VIVIAN CYNDI MCKENZIE,1,25.0,nyboe,not_in_fec_master,,,,99.46,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5905,EMILY RUBIN FOR FAMILY COURT JUDGE,1,36.0,nyboe,not_in_fec_master,,,,99.47,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5906,EMILY GALLAGHER FOR THE FIGHTING 50TH,1,100.0,nyboe,not_in_fec_master,,,,99.47,DEM,false,false,high,Emily Gallagher is the Democratic New York State Assemblymember for the 50th district in Brooklyn,,candidate,false,web-research-2026-08-09,yes
5907,EMILIA FOR 37,1,50.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5908,EMIGRANT BANK POLITICAL ACTION COMMITTEE EMPAC,1,1000.0,nyboe,not_in_fec_master,,,,99.47,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
5909,COMMITTEE TO ELECT PAUL MARX,1,250.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5910,MALACHY FOR GOVERNOR,1,100.0,nyboe,not_in_fec_master,,,,99.47,,false,false,medium,Malachy McCourt ran for New York governor on the Green Party line which this project does not fold into either major party,,candidate,false,web-research-2026-08-09,yes
5911,PEOPLE FOR L. RICKIE TULLOCH,1,175.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5912,CITIZENS FOR TRACY L BOYLAND,1,500.0,fec,not_in_fec_master,,,,99.47,DEM,false,false,medium,Tracy Boyland was a Brooklyn Democratic assemblywoman who ran in a Democratic congressional primary,,candidate,false,web-research-2026-08-09,yes
5913,PEOPLE FOR PAUL CHIARAMONTE,1,100.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5914,CITIZENS FOR MURTAGH,1,250.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5915,PETE RICKETTS VICTORY FUND,1,1000.0,fec,in_master_no_party,N,,NONE,99.47,REP,false,false,high,Joint fundraising committee for Pete Ricketts the Republican senator and governor of Nebraska,,joint_fundraising,false,web-research-2026-08-09,yes
5916,PEOPLE FOR YUDELKA TAPIA,1,50.0,nyboe,not_in_fec_master,,,,99.47,DEM,false,false,medium,Yudelka Tapia is the Democratic New York State Assemblymember for the 86th district in the Bronx,,candidate,false,web-research-2026-08-09,yes
5917,PEOPLE FOR YDANIS,1,175.0,nyboe,not_in_fec_master,,,,99.47,DEM,false,false,high,Ydanis Rodriguez was the Democratic New York City Council member for upper Manhattan,,candidate,false,web-research-2026-08-09,yes
5918,PEOPLE FOR SHEKAR,1,100.0,nyboe,not_in_fec_master,,,,99.47,DEM,false,false,medium,Shekar Krishnan is the Democratic New York City Council member for District 25 in Queens,,candidate,false,web-research-2026-08-09,yes
5919,PETERSON 2013,1,30.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5920,CITIZENS FOR TEGER,1,100.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5921,CITIZENS FOR ROWAN,1,50.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5922,CITIZENS FOR RONNY DIZ,1,200.0,nyboe,not_in_fec_master,,,,99.47,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
